일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2021/10/25,"187,000","194,500","186,000","192,500",▲,"6,000","+3.22","238,509","45,723","0.33","-18,431","28,760","-1,595","-9,144","17,169","31.76"
2021/10/22,"186,000","189,500","184,000","186,500",▲,"500","+0.27","158,610","29,680","0.31","8,860","25,451","6,376","-3,889","40,003","31.76"
2021/10/21,"192,500","193,000","184,500","186,000",▼,"-6,500","-3.38","288,594","54,176","0.32","62,661","-4,596","13,072","14,132","33,004","31.75"
2021/10/20,"191,500","195,000","190,000","192,500",▲,"2,500","+1.32","256,326","49,377","0.32","-22,104","32,237","-13,867","-722","7,250","31.73"
2021/10/19,"190,000","192,000","189,000","190,000",▲,"1,500","+0.80","188,051","35,808","0.32","16,205","4,031","13,797","6,633","2,550","31.76"
2021/10/18,"188,000","189,000","184,500","188,500",▲,"2,000","+1.07","209,221","39,182","0.31","12,411","-11,184","-7,316","4,240","-21,844","31.73"
2021/10/15,"185,500","189,000","184,000","186,500",▲,"3,500","+1.91","225,191","41,925","0.34","-6,494","8,314","-14,174","-34,116","-21,915","31.74"
2021/10/14,"177,500","183,000","175,500","183,000",▲,"7,500","+4.27","282,668","51,274","0.35","-51,541","2,046","43,411","3,011","5,085","31.77"
2021/10/13,"175,000","179,000","174,500","175,500",▲,"1,000","+0.57","164,081","28,999","0.33","-21,703","19,040","-3,291","-6,626","43,792","31.69"
2021/10/12,"180,000","180,500","172,500","174,500",▼,"-7,000","-3.86","388,510","67,758","0.30","73,783","-14,676","-66,655","-66,308","-2,812","31.70"
2021/10/08,"182,500","183,500","178,500","181,500",▼,"-500","-0.27","281,216","50,677","0.33","40,851","-25,356","-16,016","-11,868","32,558","31.81"
2021/10/07,"178,500","186,500","178,000","182,000",▲,"4,500","+2.54","372,464","68,389","0.34","-60,400","95,335","-24,971","-29,786","42,829","31.84"
2021/10/06,"178,500","180,000","175,000","177,500",▼,"-500","-0.28","263,969","46,879","0.35","11,407","19,270","-38,296","-8,127","-1,768","31.88"
2021/10/05,"171,000","181,500","170,500","178,000",▲,"4,500","+2.59","411,131","72,978","0.36","-27,294","25,627","-39,381","-28,545","-4,081","31.95"
2021/10/01,"176,500","177,500","170,500","173,500",▼,"-5,000","-2.80","218,956","37,907","0.36","25,606","-11,021","-21,687","-23,668","7,123","32.02"
2021/09/30,"177,500","180,000","177,000","178,500",▼,"-1,500","-0.83","158,040","28,239","0.36","33,893","-2,621","-66,070","-44,324","3,632","32.05"
2021/09/29,"176,000","180,500","174,000","180,000",▲,"2,000","+1.12","309,076","55,178","0.35","-13,902","19,952","-16,824","34,461","23,888","32.17"
2021/09/28,"183,000","184,000","176,500","178,000",▼,"-6,000","-3.26","404,535","72,356","0.38","86,007","-88,585","62,121","12,585","60,019","32.20"
2021/09/27,"183,000","185,000","180,500","184,000",▼,"-500","-0.27","163,383","29,881","0.37","-22,194","-4,455","12,309","9,299","29,999","32.09"
2021/09/24,"188,500","189,000","184,000","184,500",▼,"-5,000","-2.64","243,545","45,230","0.38","78,225","-33,329","-58,531","-32,916","-23,856","32.07"
2021/09/23,"186,000","190,500","185,000","189,500",▼,"-500","-0.26","221,695","41,710","0.38","2,492","-14,709","-2,056","-2,030","-4,437","32.17"
2021/09/17,"190,500","191,000","184,000","190,000",▼,"-1,000","-0.52","404,779","75,906","0.37","66,056","-56,606","-41,325","-45,335","26,864","32.17"
2021/09/16,"192,500","194,000","190,500","191,000",▼,"-1,000","-0.52","252,376","48,384","0.38","16,820","-69,031","57,541","77,500","103,778","32.26"
2021/09/15,"191,500","193,500","189,500","192,000",▲,"500","+0.26","341,554","65,376","0.34","64,227","-3,353","-67,894","112,610","94,985","32.16"
2021/09/14,"190,500","196,000","189,500","191,500",▲,"500","+0.26","700,645","134,788","0.33","142,197","38,636","-224,391","121,396","140,412","32.28"
2021/09/13,"192,000","195,000","189,500","191,000",▼,"-3,500","-1.80","316,249","60,505","0.33","60,201","14,746","-77,734","95,031","84,052","32.66"
2021/09/10,"194,000","196,000","191,500","194,500",▲,"500","+0.26","323,756","62,847","0.29","51,001","465","-39,025","1,012","28,405","32.80"
2021/09/09,"202,500","202,500","189,500","194,000",▼,"-12,000","-5.83","972,461","189,315","0.25","296,433","-73,071","-135,999","-128,793","84,460","32.86"
2021/09/08,"226,000","226,000","205,500","206,000",▼,"-21,000","-9.25","650,692","138,589","0.24","301,902","-106,356","-187,636","-186,463","-85,361","33.10"
2021/09/07,"227,000","228,500","224,000","227,000",▲,"1,000","+0.44","127,738","28,877","0.24","1,716","-5,846","-21,035","-18,939","-9,960","33.42"
2021/09/06,"224,000","226,000","222,000","226,000",▲,"1,500","+0.67","110,882","24,777","0.24","18,800","-33,757","-4,510","-5,372","626","33.45"
2021/09/03,"225,000","226,500","223,000","224,500", ,"0","0","164,539","36,989","0.23","14,079","2,679","3,139","-4,546","9,002","33.46"
2021/09/02,"227,000","227,500","223,000","224,500",▼,"-3,000","-1.32","223,951","50,275","0.22","36,028","-28,599","-35,137","-49,571","-53,763","33.45"
2021/09/01,"225,500","228,500","225,000","227,500", ,"0","0","117,382","26,676","0.21","18,152","-19,424","24,988","4,234","-4,238","33.51"
2021/08/31,"222,500","227,500","221,000","227,500",▲,"5,000","+2.25","206,720","46,634","0.21","-20,649","844","27,829","37,143","66,280","33.47"
2021/08/30,"228,000","228,000","221,000","222,500",▼,"-3,000","-1.33","149,401","33,332","0.21","44,255","-6,085","-59,168","-53,025","3,882","33.42"
2021/08/27,"220,500","225,500","216,000","225,500",▲,"5,000","+2.27","152,329","33,906","0.21","-17,007","33,973","-5,980","-12,313","3,435","33.53"
2021/08/26,"221,000","225,500","219,000","220,500", ,"0","0","116,809","25,818","0.19","17,561","-27,537","13,024","15,323","10,724","33.54"
2021/08/25,"228,000","228,000","219,000","220,500",▼,"-5,000","-2.22","126,092","27,946","0.19","30,626","-15,861","-8,887","-17,416","-7,123","33.51"
2021/08/24,"219,500","228,500","219,500","225,500",▲,"7,500","+3.44","179,541","40,349","0.19","-39,278","44,591","8,542","-17,507","13,161","33.53"
2021/08/23,"216,000","221,500","216,000","218,000",▲,"2,500","+1.16","117,517","25,744","0.21","-13,457","16,798","-41,618","-38,119","-34,349","33.51"
2021/08/20,"214,500","219,000","212,000","215,500",▲,"1,500","+0.70","126,021","27,150","0.20","-30,030","2,324","33,113","13,808","27,551","33.59"
2021/08/19,"219,500","220,500","213,500","214,000",▼,"-8,500","-3.82","168,438","36,340","0.21","41,662","-26,034","-26,722","-16,986","-20,759","33.53"
2021/08/18,"216,500","224,000","216,000","222,500",▲,"5,500","+2.53","128,393","28,433","0.21","-36,467","20,907","6,197","10,668","28,338","33.57"
2021/08/17,"220,000","222,000","216,000","217,000",▼,"-3,500","-1.59","165,582","36,112","0.21","-1,056","6,141","21,288","26,461","40,089","33.56"
2021/08/13,"225,000","226,000","218,500","220,500",▼,"-4,000","-1.78","164,139","36,172","0.21","23,835","-4,631","6,345","658","45,750","33.53"
2021/08/12,"222,500","229,000","221,500","224,500",▲,"1,000","+0.45","228,870","51,477","0.21","-17,097","-7,166","35,159","31,759","48,766","33.52"
2021/08/11,"226,500","227,500","221,500","223,500",▼,"-4,000","-1.76","153,060","34,184","0.22","13,160","6,788","-28,980","-25,817","-7,120","33.46"
2021/08/10,"225,000","229,000","225,000","227,500",▲,"1,000","+0.44","104,549","23,742","0.22","-7,294","30,650","-18,930","-20,768","-24,915","33.51"
2021/08/09,"226,000","228,000","224,000","226,500",▼,"-2,000","-0.88","95,240","21,548","0.22","5,096","-27,862","21,521","16,725","24,936","33.54"
2021/08/06,"231,500","234,500","227,000","228,500",▼,"-3,500","-1.51","314,098","72,203","0.23","33,276","-38,094","-1,598","14,448","-9,016","33.50"
2021/08/05,"227,500","232,500","226,500","232,000",▲,"4,500","+1.98","285,787","65,983","0.23","-5,712","-42,216","52,299","67,898","-76,514","33.50"
2021/08/04,"220,500","228,500","218,500","227,500",▲,"6,500","+2.94","232,145","52,232","0.24","-40,409","39,241","-17,040","-17,944","-401","33.41"
2021/08/03,"220,500","222,000","216,500","221,000",▲,"500","+0.23","211,321","46,252","0.23","7,344","-10,621","-22,504","-29,344","-35,335","33.44"
2021/08/02,"222,000","224,000","219,000","220,500",▼,"-1,000","-0.45","182,502","40,254","0.22","16,080","5,286","-18,833","-34,835","-15,435","33.48"
2021/07/30,"226,500","227,000","221,000","221,500",▼,"-7,500","-3.28","236,369","52,613","0.22","77,286","-45,633","-27,670","-6,592","-18,441","33.51"
2021/07/29,"234,500","236,000","226,500","229,000",▼,"-7,500","-3.17","422,152","96,540","0.21","133,040","-108,695","-33,308","-11,431","-51,951","33.56"
2021/07/28,"237,000","238,500","226,500","236,500",▼,"-500","-0.21","383,331","89,194","0.23","73,624","-32,976","-48,690","-35,358","-21,420","33.62"
2021/07/27,"235,000","237,500","235,000","237,000",▲,"3,000","+1.28","129,324","30,604","0.23","-16,793","-8,117","12,047","12,283","19,190","33.70"
2021/07/26,"235,000","235,500","232,000","234,000",▼,"-500","-0.21","143,570","33,511","0.21","-1,799","-29,835","34,861","8,733","7,743","33.68"
2021/07/23,"239,500","241,000","234,000","234,500",▼,"-6,500","-2.70","227,238","53,628","0.21","130,880","-97,150","-30,900","-39,075","-23,746","33.62"
2021/07/22,"241,000","245,500","236,000","241,000",▲,"1,000","+0.42","224,490","54,281","0.21","-19,207","-7,142","25,298","3,887","279","33.67"
2021/07/21,"241,000","244,500","239,000","240,000", ,"0","0","120,534","29,015","0.21","2,193","4,734","-6,233","1,282","-6,977","33.63"
2021/07/20,"237,500","241,000","237,500","240,000",▼,"-500","-0.21","98,956","23,736","0.21","596","-7,111","10,323","24,110","1,158","33.64"
2021/07/19,"241,500","243,500","238,500","240,500",▼,"-4,000","-1.64","95,661","22,977","0.21","37,391","-20,135","-17,893","1,406","-4,947","33.62"
2021/07/16,"243,000","245,500","242,000","244,500",▼,"-500","-0.20","89,551","21,847","0.21","8,269","11,070","-29,096","643","-2,645","33.66"
2021/07/15,"241,500","245,000","241,000","245,000",▲,"4,000","+1.66","98,987","24,144","0.21","-18,066","8,929","9,274","-10,686","-13,484","33.70"
2021/07/14,"242,000","243,000","240,500","241,000",▼,"-2,000","-0.82","107,004","25,838","0.20","21,143","-18,675","1,278","-11,435","-9,744","33.69"
2021/07/13,"242,000","248,500","242,000","243,000",▲,"1,500","+0.62","147,810","36,065","0.20","25,990","-11,201","-17,176","-15,566","-36,825","33.69"
2021/07/12,"239,500","241,500","237,000","241,500",▲,"2,000","+0.84","97,100","23,230","0.18","-9,136","-3,006","20,449","2,845","9,919","33.72"
2021/07/09,"243,500","244,000","238,000","239,500",▼,"-8,000","-3.23","256,169","61,380","0.18","71,551","-25,933","-41,778","-28,269","-21,188","33.68"
2021/07/08,"243,500","250,000","242,000","247,500",▲,"3,500","+1.43","358,509","88,006","0.17","10,602","18,000","-30,920","15,328","-7,789","33.75"
2021/07/07,"246,000","246,500","243,000","244,000",▼,"-2,000","-0.81","120,088","29,337","0.17","29,814","-27,660","-441","-997","-1,034","33.81"
2021/07/06,"247,500","251,500","245,500","246,000",▼,"-2,000","-0.81","184,373","45,609","0.17","93,540","-35,099","-55,975","-25,812","-58,706","33.81"
2021/07/05,"250,000","250,500","247,000","248,000",▼,"-1,500","-0.60","94,811","23,535","0.17","17,709","-6,216","-9,018","9,107","-15,785","33.90"
2021/07/02,"247,000","249,500","246,500","249,500",▲,"1,500","+0.60","133,731","33,205","0.14","4,548","-8,279","5,607","4,108","-9,614","33.92"
2021/07/01,"251,000","251,500","246,000","248,000",▼,"-4,000","-1.59","410,173","101,508","0.15","89,783","-76,149","-15,523","16,354","49,267","33.91"
2021/06/30,"255,000","256,500","251,000","252,000",▼,"-3,500","-1.37","232,773","58,876","0.13","110,037","-99,065","8,470","-39,163","-17,212","33.93"
2021/06/29,"255,500","259,000","254,500","255,500",▲,"1,500","+0.59","182,719","46,822","0.13","35,299","-44,914","17,777","-5,881","-2,298","33.92"
2021/06/28,"255,000","256,500","253,000","254,000",▼,"-2,000","-0.78","168,625","42,855","0.12","38,332","-54,968","16,102","-13,097","8,604","33.89"
2021/06/25,"258,000","259,000","254,000","256,000",▼,"-4,000","-1.54","270,725","69,494","0.12","82,416","-39,301","-38,976","-36,652","-18,583","33.86"
2021/06/24,"256,500","260,000","250,500","260,000", ,"0","0","547,823","139,853","0.09","49,072","-168,255","100,032","170,650","117,733","33.93"
2021/06/23,"275,500","276,000","257,000","260,000",▼,"-15,000","-5.45","617,487","161,355","0.09","352,776","-308,502","-70,318","-106,645","-93,060","33.76"
2021/06/22,"279,500","280,000","274,500","275,000",▼,"-3,000","-1.08","132,914","36,670","0.09","41,152","-50,389","670","7,312","8,881","33.88"
2021/06/21,"277,000","278,500","273,500","278,000",▼,"-3,500","-1.24","111,031","30,645","0.08","19,197","-26,096","16,042","12,801","1","33.88"
2021/06/18,"284,500","285,000","279,500","281,500",▼,"-3,000","-1.05","139,981","39,420","0.07","22,884","-38,146","15,049","18,228","17,844","33.85"
2021/06/17,"283,000","285,500","280,500","284,500",▲,"500","+0.18","117,479","33,306","0.09","-1,691","-37,659","44,568","28,189","32,282","33.82"
2021/06/16,"280,500","286,000","277,000","284,000",▲,"2,000","+0.71","126,824","35,852","0.09","-29,910","13,828","6,765","14,142","10,381","33.75"
2021/06/15,"278,000","283,000","277,000","282,000",▲,"3,500","+1.26","128,012","35,897","0.10","-28,689","17,357","18,569","8,382","-6,774","33.74"
2021/06/14,"277,000","280,500","275,000","278,500",▲,"1,500","+0.54","84,138","23,419","0.09","-2,113","9,189","-2,683","-7,653","-5,461","33.70"
2021/06/11,"282,000","282,500","276,500","277,000",▼,"-4,500","-1.60","131,721","36,602","0.09","47,766","-13,592","-30,433","-20,836","-18,764","33.71"
2021/06/10,"282,000","283,500","276,000","281,500",▲,"500","+0.18","223,678","62,768","0.09","9,493","-39,822","33,227","45,921","165","33.76"
2021/06/09,"275,000","284,000","275,000","281,000",▲,"6,000","+2.18","239,146","67,190","0.09","-28,585","25,382","-10,036","40,708","-11,961","33.70"
2021/06/08,"272,000","278,000","272,000","275,000",▲,"1,000","+0.36","138,946","38,126","0.09","13,483","-23,346","7,691","5,814","19,535","33.72"
2021/06/07,"279,000","281,500","272,500","274,000",▼,"-6,000","-2.14","174,644","48,005","0.08","62,202","-32,063","-28,893","-30,379","-18,902","33.71"
2021/06/04,"278,500","282,500","278,000","280,000", ,"0","0","109,518","30,682","0.08","6,381","-20,672","11,376","14,366","14,005","33.76"
2021/06/03,"283,000","283,500","278,500","280,000",▼,"-5,000","-1.75","213,177","59,772","0.08","57,012","-42,899","-9,771","-6,046","-23,304","33.74"
2021/06/02,"283,500","286,500","280,500","285,000", ,"0","0","175,391","49,642","0.08","34,518","-23,292","8,301","12,979","7,689","33.75"
2021/06/01,"289,000","291,000","283,500","285,000",▼,"-2,000","-0.70","156,800","44,732","0.07","35,065","-6,257","-3,917","10,525","2,723","33.74"
2021/05/31,"288,000","290,500","285,000","287,000", ,"0","0","156,241","45,001","0.06","23,071","-11,212","-3,768","3,448","39,540","33.75"
2021/05/28,"290,500","293,000","283,500","287,000",▼,"-2,000","-0.69","185,877","53,414","0.06","47,459","12,038","-36,563","-15,576","15,894","33.75"
2021/05/27,"298,000","300,000","285,000","289,000",▼,"-8,000","-2.69","312,336","90,633","0.06","55,071","25,369","-90,156","-42,734","-66,941","33.82"
2021/05/26,"291,500","298,500","291,000","297,000",▲,"6,000","+2.06","189,714","56,108","0.06","-12,246","63,438","-30,309","-15,155","-28,089","33.97"
2021/05/25,"282,500","293,500","282,500","291,000",▲,"5,000","+1.75","155,405","45,211","0.06","-25,954","57,209","-19,459","1,076","-16,684","34.02"
2021/05/24,"282,000","289,500","280,500","286,000",▲,"2,500","+0.88","141,768","40,533","0.07","-10,416","-4,035","7,835","30,707","5,838","34.06"
2021/05/21,"290,000","291,500","280,000","283,500",▼,"-6,500","-2.24","235,597","66,920","0.07","8,165","-458","-25,133","-13,686","-11,909","34.04"
2021/05/20,"288,000","295,000","287,500","290,000",▼,"-4,000","-1.36","221,481","64,258","0.07","8,046","-27,056","-21,263","16,127","52,328","34.08"
2021/05/18,"299,000","299,000","290,500","294,000",▼,"-500","-0.17","284,063","83,298","0.08","-9,558","-3,951","10,289","-41,989","-37,670","34.12"
2021/05/17,"290,000","299,000","289,000","294,500",▲,"3,000","+1.03","180,370","53,114","0.07","-14,835","-20","11,072","-7,658","-15,903","34.10"
2021/05/14,"288,000","295,000","285,500","291,500",▲,"1,500","+0.52","156,262","45,487","0.07","-12,152","-24,669","16,677","10,657","-26,515","34.08"
2021/05/13,"291,000","292,000","287,000","290,000",▼,"-2,500","-0.85","232,553","67,290","0.07","-15,663","-7,044","16,932","-8,072","-27,467","34.06"
2021/05/12,"291,500","296,000","286,000","292,500",▲,"1,000","+0.34","259,901","75,574","0.07","-15,067","11,924","2,180","2,187","-73,276","34.03"
2021/05/11,"286,000","294,000","283,000","291,500",▲,"5,500","+1.92","391,269","113,076","0.08","-34,558","26,687","9,660","2,084","-52,150","34.02"
2021/05/10,"277,000","286,500","276,500","286,000",▲,"9,000","+3.25","204,973","58,121","0.09","-54,035","36,207","44,045","21,835","-489","34.01"
2021/05/07,"276,000","280,500","273,000","277,000",▲,"500","+0.18","124,517","34,621","0.09","-22,793","950","23,632","36,372","-11,637","33.93"
2021/05/06,"272,500","276,500","267,000","276,500",▲,"6,500","+2.41","200,506","54,670","0.10","-28,506","6,908","28,227","67,404","-29,674","33.89"
